id;nazwisko;ulica;telefon;dupa
3482;Startek;Częstochowska;+48 604 277 850;
3483;Moździerz;Baczynskiego;+48 502 801 315;
3484;Łodyga;Miłosza;887 554 902;
3485;Milka;Grunwaldzka;32 939 26 54;
3486;Wajer;Cisowa;+48 720 712 773;
3487;Breguła;Pomorska;+48 697 292 258;
3488;Maszkiewicz;Rejtana;882 939 876;
3489;Kretowicz;Dąbrowskiego;512 019 740;
3490;Rosada;Zakątek;728 910 811;
3491;Foremniak;Truskawkowa;+48 883 498 560;
3492;Thomas;Szarych Szeregów;+48 531 122 474;
3493;Biernacik;Wąska;695 670 250;
3494;Staręga;Zamkowa;887 497 856;
3495;Sadoch;Wiejska;+48 22 806 24 63;
3496;Migda;Śląska;786 074 569;
3497;Huber;Dobra;+48 609 427 749;
3498;Sierżant;Miła;32 246 89 57;
3499;Noszczyk;Słowackiego;+48 721 724 098;
3500;Szumny;Poznańska;+48 502 119 847;
3501;Praczyk;Krucza;22 847 23 25;
3502;Kołaczek;Krótka;+48 728 703 213;
3503;Jędra;Rataja;+48 782 866 157;
3504;Ciesiółka;Korczaka;888 573 882;
3505;Karwot;Okulickiego;+48 539 699 541;
3506;Hołubowicz;Orkana;723 887 750;
3507;Miąsko;Pomorska;+48 785 564 541;
3508;Szumna;Orzechowa;+48 534 681 942;
3509;Kuzia;Kopernika;882 956 774;
3510;Hankiewicz;Konwaliowa;+48 32 577 80 55;
3511;Thomas;Cyprysowa;22 831 48 50;
3512;Ruchała;Królewska;+48 696 600 502;
3513;Gęgotek;Strzelecka;784 567 404;
3514;Padło;Listopada;534 625 052;
3515;Woroch;Zapolskiej;506 758 786;
3516;Warmuz;Orzeszkowej;794 815 105;
3517;Owsiak;Wspólna;32 326 16 27;
3518;Wieja;Głowackiego;+48 22 177 18 02;
3519;Opioła;Widokowa;502 127 915;
3520;Lula;Maczka;+48 723 127 215;
3521;Myrcik;Popiełuszki;785 842 081;
3522;Sereda;Floriana;+48 538 248 662;
3523;Gozdur;Okulickiego;507 287 547;
3524;Bancerz;Żurawia;+48 32 709 99 92;
3525;Bondyra;Szpitalna;+48 886 450 828;
3526;Suchojad;Kolorowa;+48 796 680 199;
3527;Kalarus;Strumykowa;32 139 84 22;
3528;Eckert;Kazimierza Wielkiego;504 411 502;
3529;Cholewka;Brzozowa;+48 731 768 584;
3530;Kus;Morska;+48 660 313 535;
3531;Ubysz;Szczęśliwa;691 139 831;
3532;Fleszar;Widok;+48 668 358 475;
3533;Paczos;Lipca;+48 669 561 440;
3534;Olas;Staffa;+48 731 456 281;
3535;Leoniak;Makowa;+48 32 231 80 26;
3536;Wichary;Bociania;+48 508 655 354;
3537;Ostręga;Majowa;607 242 672;
3538;Karmelita;Konopnickiej;+48 32 540 05 64;
3539;Dylik;Swierkowa;+48 791 632 895;
3540;Mroczko;Brzoskwiniowa;+48 790 635 366;
3541;Noras;Nałkowskiej;+48 576 758 812;
3542;Mućka;Jagodowa;+48 32 170 06 43;
3543;Drobisz;Żabia;663 379 789;
3544;Luks;Kwiatowa;510 550 070;
3545;Morgała;Zielona;+48 665 484 339;
3546;Staręga;Radosna;606 488 963;
3547;Betlej;Szczęśliwa;572 570 526;
3548;Browarczyk;Rataja;+48 733 524 518;
3549;Dąbrówka;Jaworowa;509 710 166;
3550;Wojtanowicz;Wolności;667 165 682;
3551;Jakóbiak;Wiejska;510 946 684;
3552;Łosiak;Orkana;786 983 442;
3553;Wałek;Odrzańska;+48 516 567 845;
3554;Duczek;Armii Krajowej;+48 603 446 138;
3555;Pacocha;Zaciszna;+48 889 385 906;
3556;Ceynowa;Zachodnia;+48 790 787 623;
3557;Kościukiewicz;Wieniawskiego;+48 724 545 168;
3558;Królczyk;Targowa;790 816 838;
3559;Wacławczyk;Morcinka;530 916 460;
3560;Pezda;Głogowa;602 748 348;
3561;Duszkiewicz;Towarowa;731 902 674;
3562;Bielat;Wąska;+48 792 934 311;
3563;Stelmasiak;Nadrzeczna;+48 733 435 619;
3564;Kaczan;Sosnowa;787 361 963;
3565;Mizia;Mickiewicza;+48 32 393 73 34;
3566;Kolber;Wiatraczna;+48 798 641 993;
3567;Siemion;Krucza;+48 723 043 178;
3568;Pietryga;Urocza;32 228 51 55;
3569;Maligłówka;Polna;+48 797 771 317;
3570;Wisła;Żurawia;738 094 848;
3571;Durczok;Floriana;+48 726 377 409;
3572;Adamaszek;Kreta;+48 572 216 566;
3573;Kurpanik;Truskawkowa;889 370 447;
3574;Berek;Podmiejska;+48 785 860 864;
3575;Wardziak;Fabryczna;575 672 093;
3576;Hus;Świerczewskiego;603 778 032;
3577;Kohut;Grunwaldzka;605 894 401;
3578;Szlufik;Kruczkowskiego;781 675 521;
3579;Oleksa;Jeziorna;+48 538 346 447;
3580;Kopiczko;Kraszewskiego;666 932 832;
3581;Jargiło;Boczna;577 276 080;
3582;Michel;Glówna;+48 793 348 779;
3583;Miąsik;Szpitalna;500 739 551;
3584;Suchoń;Rubinowa;511 953 308;
3585;Wojsa;Przechodnia;+48 571 871 158;
3586;Młotek;Częstochowska;514 496 221;
3587;Walenciak;Zdrojowa;+48 738 552 312;
3588;Kłoczko;Floriana;691 886 594;
3589;Żołądź;Robotnicza;+48 780 167 206;
3590;Gebauer;Brzozowa;603 540 740;
3591;Pokusa;Rolna;571 146 930;
3592;Kalota;Promienna;+48 784 929 858;
3593;Sykała;Zielona;+48 695 026 611;
3594;Freitag;Krótka;+48 880 135 941;
3595;Nóżka;Długosza;+48 787 906 541;
3596;Malcherek;Wiatraczna;+48 32 837 05 02;
3597;Wałdoch;Jana III Sobieskiego;577 618 582;
3598;Bakiera;Piłsudskiego;22 361 40 33;
3599;Kocoł;Łączna;600 100 046;
3600;Robaszkiewicz;Bolesława Krzywoustego;+48 737 877 710;
3601;Szyc;Reymonta;+48 794 600 637;
3602;Kuczak;Mokra;+48 22 798 74 59;
3603;Wojewódka;Morelowa;+48 734 049 597;
3604;Wydmuch;Kwiatowa;+48 606 154 061;
3605;Wojcik;Podmiejska;+48 782 899 071;
3606;Górnisiewicz;Szpitalna;+48 734 627 586;
3607;Przystupa;Sikorskiego;608 598 094;
3608;Zacharczuk;Kamienna;+48 574 290 248;
3609;Irzyk;Niepodległości;782 632 278;
3610;Grunt;Żytnia;+48 572 445 044;
3611;Juszczuk;Zapolskiej;+48 693 189 053;
3612;Brzeźniak;Sowia;+48 786 514 949;
3613;Giedrojć;Dobra;+48 787 784 734;
3614;Szymonik;Zacisze;575 186 720;
3615;Miara;Mazowiecka;533 977 523;
3616;Wandas;Ściegiennego;793 022 345;
3617;Uryga;Bydgoska;+48 573 173 929;
3618;Borysiuk;Wąska;513 638 567;
3619;Kominiak;Spółdzielcza;+48 574 113 776;
3620;Wiciak;Wróblewskiego;781 794 495;
3621;Simon;Turkusowa;+48 601 837 319;
3622;Miękus;Norwida;784 288 779;
3623;Szachniewicz;Tylna;22 239 42 25;
3624;Ćwierz;Handlowa;513 516 767;
3625;Cherek;Boczna;+48 32 830 71 13;
3626;Prucnal;Skłodowskiej-Curie;785 540 068;
3627;Gryka;Daszyńskiego;500 063 578;
3628;Bielas;Makuszyńskiego;882 300 487;
3629;Araszkiewicz;Sienkiewicza;+48 575 769 492;
3630;Grygorcewicz;Gajowa;+48 510 948 627;
3631;Graś;Grabowa;509 617 489;
3632;Rajczak;Warszawska;727 082 349;
3633;Bełza;Jastrzębia;+48 693 464 807;
3634;Steckiewicz;Mała;734 557 817;
3635;Matraszek;Młyńska;889 882 940;
3636;Senator;Powstańców Śląskich;+48 887 356 132;
3637;Gumienna;Skargi;512 297 029;
3638;Cybul;Lipowa;+48 506 364 877;
3639;Sadowy;Żeglarska;+48 517 259 119;
3640;Koperek;Jesienna;+48 505 270 432;
3641;Tyniec;Leszczynowa;698 832 838;
3642;Gustaw;Krasińskiego;791 289 433;
3643;Nazarewicz;Wspólna;790 532 267;
3644;Twardosz;Skośna;+48 22 720 42 97;
3645;Wiewiórka;Głowackiego;+48 22 994 47 87;
3646;Drozdowicz;Rumiankowa;600 495 847;
3647;Koczy;Wschodnia;+48 733 597 599;
3648;Bilewicz;Kościelna;577 856 236;
3649;Smalec;Stycznia;+48 725 834 228;
3650;Mzyk;Kasprowicza;+48 882 447 681;
3651;Fitas;Cegielniana;+48 732 703 847;
3652;Starek;Diamentowa;519 541 981;
3653;Imiołczyk;Szymanowskiego;697 924 510;
3654;Kazek;Jana;+48 519 281 662;
3655;Siarkiewicz;Odrzańska;+48 607 380 964;
3656;Kochel;Słowackiego;+48 22 731 30 52;
3657;Cierpisz;Południowa;505 755 001;
3658;Hadam;Graniczna;793 214 451;
3659;Wochnik;Daleka;734 535 044;
3660;Siwczak;Grzybowa;+48 609 253 815;
3661;Gogacz;Boczna;32 954 17 69;
3662;Bryja;Kamienna;537 365 138;
3663;Kuciel;Bałtycka;32 077 47 23;
3664;Sommer;Wybickiego;780 817 932;
3665;Pazik;Kopernika;+48 663 319 450;
3666;Hanusiak;Letnia;+48 721 154 365;
3667;Malisz;Łabędzia;+48 32 873 15 14;
3668;Kudełka;Ptasia;+48 697 613 924;
3669;Syldatk;Brzoskwiniowa;+48 883 225 679;
3670;Siatka;Lisia;+48 32 132 12 29;
3671;Cal;Składowa;519 621 443;
3672;Rawa;Gdańska;784 772 906;
3673;Bajak;Olchowa;735 102 520;
3674;Dering;Kwiatowa;+48 696 105 917;
3675;Imiela;Narcyzowa;691 527 479;
3676;Gałęza;Liliowa;+48 793 948 679;
3677;Bartkowicz;Radosna;531 313 166;
3678;Lada;Malczewskiego;885 584 929;
3679;Gramza;Kościelna;+48 32 772 59 58;
3680;Kuszyk;Lubelska;22 060 81 84;
3681;Wójt;Narutowicza;+48 32 323 54 78;
3682;Jamroz;Wiązowa;+48 791 996 604;
3683;Nawój;Bałtycka;+48 510 906 854;
3684;Mroczko;Strażacka;725 040 957;
3685;Kiljan;Bydgoska;502 431 438;
3686;Szczot;Wojciecha;+48 601 078 296;
3687;Małyszka;Poniatowskiego;888 385 965;
3688;Wąsek;Piekarska;783 540 565;
3689;Podpora;Zamkowa;+48 697 291 509;
3690;Chomiak;Wiązowa;+48 22 247 66 49;
3691;Gramza;Nadbrzeżna;788 683 500;
3692;Jakubiuk;Browarna;+48 724 717 009;
3693;Drop;Miłosza;+48 32 424 24 74;
3694;Radzewicz;Dobra;+48 532 794 784;
3695;Janoszka;Strumykowa;+48 798 382 339;
3696;Anioła;Nadrzeczna;530 761 061;
3697;Kuliberda;Rejtana;784 941 245;
3698;Mydlarz;Towarowa;573 706 126;
3699;Żołna;Wrzosowa;32 248 02 46;
3700;Wojniak;Ludowa;533 466 952;
3701;Zajko;Rzeczna;+48 32 215 73 10;
3702;Pyza;Wspólna;+48 798 565 893;
3703;Lew;Dworska;+48 606 870 255;
3704;Ciak;Przemysłowa;32 322 44 88;
3705;Sykut;Kochanowskiego;+48 781 068 875;
3706;Michnowicz;Kolorowa;+48 696 554 072;
3707;Matyszczak;Bukowa;+48 728 898 032;
3708;Macioł;Spacerowa;+48 579 697 617;
3709;Golisz;Składowa;+48 570 608 867;
3710;Gryska;Ogrodowa;22 127 75 42;
3711;Maszota;Partyzantów;+48 32 791 82 37;
3712;Makulec;Borówkowa;+48 571 519 233;
3713;Romaniak;Moniuszki;+48 603 507 412;
3714;Kadela;Zbożowa;608 869 695;
3715;Bronka;Kilińskiego;+48 513 823 902;
3716;Banak;Powstańców;720 269 470;
3717;Fitas;Wierzbowa;22 650 51 33;
3718;Bazydło;Działkowa;738 394 261;
3719;Towarek;Tylna;32 144 86 33;
3720;Chudoba;Słowianska;724 565 475;
3721;Michalczak;Wybickiego;575 493 489;
3722;Piesik;Turystyczna;575 004 843;
3723;Franiak;Kazimierza Wielkiego;+48 532 294 325;
3724;Topa;Ptasia;+48 726 859 399;
3725;Bajko;Mazurska;+48 699 335 184;
3726;Kopyść;Dąbrowskiej;886 120 650;
3727;Budych;Przemysłowa;+48 518 253 343;
3728;Krystkowiak;Storczykowa;22 455 32 88;
3729;Pszczółka;Bociania;+48 608 128 914;
3730;Czak;Lawendowa;+48 784 588 973;
3731;Fijałek;Perłowa;600 148 629;
3732;Kruszka;Poniatowskiego;32 562 90 50;
3733;Sterna;Armii Krajowej;607 479 740;
3734;Oślizło;Łanowa;+48 571 004 052;
3735;Muzyk;Górna;+48 791 702 014;
3736;Frania;Kossaka;530 616 939;
3737;Stąpór;Wczasowa;+48 789 714 728;
3738;Giersz;Klonowa;539 225 177;
3739;Gryszkiewicz;Okrężna;+48 692 476 961;
3740;Frost;Stawowa;+48 694 918 133;
3741;Machoń;Rolnicza;789 140 967;
3742;Szaruga;Srebrna;510 515 925;
3743;Zasępa;Promienna;609 896 151;
3744;Kamyszek;Ściegiennego;+48 603 142 611;
3745;Wieczerzak;Floriana;793 213 064;
3746;Ubysz;Krzywa;721 868 627;
3747;Łyskawa;Podleśna;577 874 972;
3748;Okła;Szeroka;531 781 110;
3749;Klupś;Rubinowa;+48 721 153 356;
3750;Krochmal;Cegielniana;+48 884 413 042;
3751;Han;Rubinowa;608 159 047;
3752;Kukawka;Składowa;887 863 672;
3753;Rochowiak;Ludowa;664 293 673;
3754;Brojek;Reja;782 219 118;
3755;Byzdra;Wałowa;795 043 917;
3756;Kolek;Podleśna;511 208 496;
3757;Hajdukiewicz;Makuszyńskiego;501 414 500;
3758;Prostak;Powstańców Wielkopolskich;732 897 383;
3759;Baum;Plater;780 691 784;
3760;Gęca;Jastrzębia;530 904 257;
3761;Twardzik;Szmaragdowa;+48 885 286 116;
3762;Dub;Rubinowa;+48 32 022 38 44;
3763;Teterycz;Andersa;+48 600 100 360;
3764;Wawrzynowicz;Rajska;537 650 494;
3765;Sładek;Ściegiennego;880 216 781;
3766;Reszke;Jeżynowa;+48 690 235 516;
3767;Lesisz;Nałkowskiej;+48 501 177 457;
3768;Swatek;Zielona;+48 697 863 973;
3769;Łacina;Stefana Batorego;576 168 123;
3770;Staniaszek;Pszenna;530 834 763;
3771;Baum;Bukowa;+48 518 165 007;
3772;Toczko;Malczewskiego;+48 721 623 622;
3773;Kwasek;Pocztowa;+48 506 284 261;
3774;Dłubak;Zbożowa;576 709 136;
3775;Bulanda;Cicha;663 074 756;
3776;Stempniak;Staszica;797 268 747;
3777;Koczara;Kasztanowa;+48 534 393 614;
3778;Szymków;Głogowa;+48 664 624 890;
3779;Szelest;Niecała;885 592 677;
3780;Rzucidło;Księżycowa;+48 662 045 396;
3781;Steckiewicz;Młynarska;+48 538 719 382;
3782;Kucharzyk;Pałacowa;793 395 547;
3783;Gągała;Radosna;+48 603 561 495;
3784;Szczesiak;Tartaczna;538 680 049;
3785;Kraszkiewicz;Jagodowa;570 962 367;
3786;Sygut;Spółdzielcza;726 034 359;
3787;Banyś;Kowalska;887 731 878;
3788;Tytko;Sawickiej;+48 788 214 097;
3789;Szajda;Grzybowa;+48 22 612 64 80;
3790;Kołpak;Sowia;536 610 017;
3791;Palak;Szkolna;+48 501 938 871;
3792;Kordys;Targowa;+48 724 869 988;
3793;Osojca;Szewska;886 297 875;
3794;Zimniak;Wolności;22 812 69 77;
3795;Kycia;Witosa;+48 665 464 051;
3796;Palej;Częstochowska;+48 516 880 015;
3797;Kęsek;Dolna;+48 661 850 715;
3798;Klorek;Korfantego;32 137 06 99;
3799;Waluk;Czarnieckiego;22 644 11 40;
3800;Lulek;Podleśna;+48 880 358 256;
3801;Grzech;Hallera;+48 885 220 666;
3802;Nawrotek;Nowowiejska;780 228 240;
3803;Pinda;Władysława Jagiełły;+48 22 509 63 18;
3804;Ochwat;Strzelecka;887 586 611;
3805;Szpyrka;Storczykowa;+48 22 712 37 95;
3806;Stanisławek;Nadbrzeżna;+48 32 208 09 81;
3807;Margol;Składowa;666 690 144;
3808;Świech;Ogrodowa;+48 22 153 78 71;
3809;Kocoł;Owocowa;721 831 390;
3810;Wojsa;Witosa;+48 531 530 399;
3811;Podsiedlik;Miła;+48 697 796 567;
3812;Parus;Widok;+48 786 587 124;
3813;Szlaga;Kruczkowskiego;+48 603 058 817;
3814;Zbrzeźniak;Górna;22 299 07 30;
3815;Langier;Gołębia;+48 691 541 384;
3816;Semik;Żeromskiego;+48 797 528 192;
3817;Szela;Wschodnia;+48 505 844 779;
3818;Prokopczuk;Borowa;728 644 174;
3819;Kruś;Widokowa;515 678 000;
3820;Maligłówka;Borowa;783 412 635;
3821;Nieroda;Chopina;+48 887 612 556;
3822;Leżoń;Jagiellońska;+48 784 414 340;
3823;John;Staffa;+48 533 696 941;
3824;Dworczak;Tęczowa;785 766 969;
3825;Jamrożek;Perłowa;+48 783 343 919;
3826;Foremniak;Prusa;+48 572 699 930;
3827;Żok;Poniatowskiego;880 116 587;
3828;Drgas;Poprzeczna;22 731 59 39;
3829;Czulak;Zielna;782 940 305;
3830;Paliga;Fabryczna;698 260 627;
3831;Ślimak;Krótka;22 133 48 82;
3832;Kozok;Spokojna;660 104 803;
3833;Ropiak;Cisowa;+48 697 031 926;
3834;Łuczyk;Wrzosowa;+48 791 120 868;
3835;Kurda;Rzemieślnicza;505 843 948;
3836;Żółkiewicz;Maczka;+48 519 834 286;
3837;Bors;Pałacowa;+48 517 372 395;
3838;Ligas;Słoneczna;519 152 880;
3839;Broniarek;Reymonta;+48 532 449 337;
3840;Kuśmider;Długa;+48 578 458 952;
3841;Łyś;Sybiraków;574 310 350;
3842;Dolega;Traugutta;+48 534 723 969;
3843;Krzysztofek;Podmiejska;+48 518 327 770;
3844;Szkopek;Łąkowa;+48 608 651 609;
3845;Ankiewicz;Klasztorna;665 480 936;
3846;Ślebioda;Konarskiego;22 339 86 81;
3847;Kalista;Bolesława Chrobrego;+48 667 341 544;
3848;Owsiany;Rataja;+48 696 110 214;
3849;Glica;Promienna;796 719 446;
3850;Jakimiak;Okrzei;576 079 899;
3851;Szwałek;Morcinka;518 822 160;
3852;Sobków;Bolesława Krzywoustego;601 369 702;
3853;Domińczak;Dąbrowskiego;+48 797 444 645;
3854;Ragus;Wybickiego;22 316 98 55;
3855;Adrian;Jałowcowa;22 921 37 52;
3856;Trzpil;Niecała;+48 692 538 177;
3857;Ragan;Agrestowa;+48 799 841 759;
3858;Mieloch;Słowicza;+48 725 720 052;
3859;Dziełak;Orkana;+48 698 821 224;
3860;Łabuś;Ciasna;604 174 456;
3861;Janowiak;Tuwima;+48 518 952 397;
3862;Pezda;Rumiankowa;725 074 530;
3863;Księżak;Krokusowa;+48 513 039 606;
3864;Wyroślak;Daleka;883 425 731;
3865;Dub;Topolowa;+48 571 664 204;
3866;Taciak;Parkowa;+48 516 466 524;
3867;Małż;Jastrzębia;882 931 170;
3868;Rosłon;Kościuszki;694 706 747;
3869;Felisiak;Kossaka;695 262 698;
3870;Myszak;Kolejowa;+48 504 541 716;
3871;Kijanka;Żeromskiego;799 859 643;
3872;Drewa;Podgórna;+48 796 305 703;
3873;Opoka;Kielecka;+48 734 424 847;
3874;Liedtke;Szczęśliwa;+48 574 448 161;
3875;Kononowicz;Kilińskiego;537 874 093;
3876;Twardy;Letnia;519 774 430;
3877;Politowicz;Kowalska;32 141 86 80;
3878;Litwa;Środkowa;+48 517 001 421;
3879;Polewka;Miła;577 835 846;
3880;Gubernat;Zachodnia;+48 692 308 633;
3881;Tadla;Konarskiego;720 904 126;
3882;Kossak;Rynek;665 368 415;
3883;Pastor;Starowiejska;799 419 620;
3884;Murach;Cyprysowa;+48 695 911 654;
3885;Kansy;Lisia;502 913 304;
3886;Chmielak;Okrzei;+48 785 505 258;
3887;Wójcikiewicz;Baczynskiego;+48 889 660 984;
3888;Lisak;Wiązowa;+48 22 519 40 49;
3889;Karmelita;Środkowa;690 892 973;
3890;Berg;Cmentarna;22 785 21 47;
3891;Sobisz;Złota;+48 577 884 443;
3892;Wardzała;Jaśminowa;+48 32 983 28 43;
3893;Szczap;Witosa;508 145 732;
3894;Bodziony;Lotnicza;+48 32 944 01 53;
3895;Dycha;Mazurska;883 745 357;
3896;Zbróg;Czereśniowa;+48 884 739 193;
3897;Pasiak;Floriana;+48 668 402 536;
3898;Żok;Rynek;+48 884 515 946;
3899;Szwałek;Nowa;784 755 028;
3900;Hirsch;Jadwigi;663 841 582;
3901;Domowicz;Rynek;+48 736 814 645;
3902;Warych;Źródlana;780 459 625;
3903;Drobek;Letnia;725 947 064;
3904;Wywiał;Korfantego;783 267 861;
3905;Owsianka;Reja;738 905 898;
3906;Kazior;Odrzańska;731 772 582;
3907;Bok;Pałacowa;509 295 670;
3908;Muskała;Paderewskiego;887 964 127;
3909;Teodorowicz;Lelewela;738 996 502;
3910;Zaranek;Gołębia;787 437 493;
3911;Armata;Niepodległości;+48 32 135 97 64;
3912;Zaczyk;Maczka;22 916 35 33;
3913;Mądrzak;Letniskowa;+48 501 211 790;
3914;Cibor;Cisowa;+48 722 695 116;
3915;Mrózek;Grabowa;+48 530 991 684;
3916;Watras;Waryńskiego;+48 664 123 841;
3917;Pajdak;Lwowska;690 148 257;
3918;Pyszka;Wilcza;539 392 101;
3919;Tusk;Krokusowa;+48 783 437 422;
3920;Kiełek;Rejtana;32 900 39 20;
3921;Janka;Wodna;537 655 047;
3922;Sobkiewicz;Stawowa;+48 724 142 978;
3923;Moniuszko;Wieniawskiego;+48 698 405 883;
3924;Skutnik;Akacjowa;+48 537 500 751;
3925;Pierz;Zakątek;+48 608 925 320;
3926;Sławik;Kilińskiego;576 575 559;
3927;Swiątek;Kowalska;22 669 26 74;
3928;Groth;Maja;608 653 424;
3929;Sulich;Wyzwolenia;793 108 469;
3930;Kęsek;Turkusowa;661 713 605;
3931;Mosur;Wysoka;785 151 869;
3932;Mironiuk;Rycerska;797 822 907;
3933;Kiciak;Pułaskiego;22 445 01 58;
3934;Gruszczyk;Dąbrowskiej;22 524 15 40;
3935;Kuziora;Żurawia;+48 577 411 803;
3936;Graś;Nowa;737 633 973;
3937;Dejneka;Dąbrowskiej;+48 782 252 193;
3938;Szołtysik;Osiedlowa;+48 533 042 782;
3939;Stąpór;Owocowa;+48 668 557 441;
3940;Cuch;Korfantego;574 202 993;
3941;Dawiec;Mazowiecka;+48 506 622 486;
3942;Surdyk;Parkowa;22 296 19 06;
3943;Rochowiak;Podwale;22 989 00 28;
3944;Polewka;Jeżynowa;737 368 176;
3945;Łukasiuk;Browarna;+48 601 260 240;
3946;Ratka;Korczaka;+48 506 812 298;
3947;Nagel;Kreta;+48 572 587 836;
3948;Wojaczek;Willowa;601 888 384;
3949;Wąsek;Maczka;696 649 744;
3950;Dąbal;Niepodległości;+48 693 825 642;
3951;Makles;Radosna;663 897 946;
3952;Królczyk;Jodłowa;571 760 569;
3953;Kuran;Andersa;+48 607 936 417;
3954;Makaruk;Rajska;22 487 48 49;
3955;Zuziak;Mostowa;+48 505 357 849;
3956;Tofil;Miła;732 333 962;
3957;Zapadka;Waryńskiego;502 598 007;
3958;Kopa;Promienna;+48 731 826 410;
3959;Madzia;Turystyczna;+48 576 769 669;
3960;Sajnóg;Hutnicza;22 291 12 42;
3961;Latoszek;Powstańców;882 155 735;
3962;Grygo;Willowa;692 914 191;
3963;Duży;Żwirki i Wigury;+48 22 965 70 36;
3964;Rawa;Polna;+48 797 277 928;
3965;Minkiewicz;Przechodnia;693 189 230;
3966;Nehring;Wałowa;+48 607 432 312;
3967;Rudolf;Powstańców;+48 602 860 582;
3968;Rusnak;Zaciszna;+48 501 491 817;
3969;Gula;Krucza;797 037 676;
3970;Kurpisz;Kraszewskiego;+48 664 373 417;
3971;Prystupa;Podleśna;+48 794 886 551;
3972;Banek;Zbożowa;534 268 439;
3973;Tokaj;Stawowa;+48 735 712 197;
3974;Miętka;Kościuszki;736 580 489;
3975;Bieleń;Wczasowa;+48 881 677 091;
3976;Piechura;Mazowiecka;22 505 83 09;
3977;Dyda;Glówna;+48 887 919 364;
3978;Kwoka;Storczykowa;+48 793 277 336;
3979;Pachowicz;Długa;+48 724 146 678;
3980;Sopata;Plażowa;695 156 624;
3981;Fronia;Jastrzębia;574 656 774;
3982;Stempin;Pałacowa;538 854 123;
3983;Taciak;Narcyzowa;734 378 416;
3984;Zaniewicz;Górna;605 411 930;
3985;Józwik;Traugutta;+48 503 787 319;
3986;Bochnia;Stycznia;+48 514 722 074;
3987;Krężołek;Widokowa;531 752 827;
3988;Mierzwiak;Cedrowa;+48 664 763 515;
3989;Chlebek;Zdrojowa;+48 514 358 833;
3990;Bohdanowicz;Kraszewskiego;789 143 408;
3991;Koperek;Staffa;573 164 646;
3992;Fura;Fabryczna;793 646 376;
3993;Deszcz;Prosta;+48 723 829 486;
3994;Dziuban;Północna;+48 510 616 338;
3995;Pelka;Modrzewiowa;+48 793 924 804;
3996;Kremer;Lipowa;532 064 762;
3997;Kasperczak;Malczewskiego;+48 787 719 937;
3998;Broniarek;Rataja;+48 22 021 79 87;
3999;Wiercigroch;Lotnicza;500 484 415;
4000;Hyży;Traugutta;571 722 929;
4001;Fras;Zakole;+48 886 370 276;
4002;Sadza;Ludowa;536 137 904;
4003;Sklorz;Baczynskiego;32 099 98 13;
4004;Jargieło;Wrzosowa;+48 519 584 671;
4005;Długozima;Ceglana;602 217 363;
4006;Hajduga;Jabłoniowa;723 091 494;
4007;Dziopa;Dworcowa;880 833 837;
4008;Pera;Górska;32 051 88 59;
4009;Ratka;Baczynskiego;660 080 679;
4010;Banek;Stefana Batorego;+48 797 905 442;
4011;Ligenza;Mostowa;+48 515 277 802;
4012;Chaba;Gałczynskiego;882 809 322;
4013;Klaja;Skłodowskiej-Curie;+48 519 589 452;
4014;Świerad;Gajowa;+48 574 230 821;
4015;Pysz;Władysława Łokietka;+48 32 103 80 88;
4016;Kobel;Dobra;508 246 740;
4017;Bender;Pogodna;601 411 790;
4018;Sydor;Prosta;+48 32 691 77 34;
4019;Rurarz;Azaliowa;+48 724 377 555;
4020;Stoltmann;Koralowa;788 179 937;
4021;Bobik;Narcyzowa;+48 695 642 275;
4022;Galon;Osiedlowa;+48 727 037 833;
4023;Józefczak;Powstańców Śląskich;889 723 480;
4024;Żołądź;Sybiraków;798 456 241;
4025;Latek;Górska;+48 664 419 148;
4026;Opoka;Podwale;886 585 788;
4027;Danilczuk;Partyzantów;693 444 724;
4028;Paprotny;Zdrojowa;+48 531 783 759;
4029;Winnik;Żurawia;505 319 631;
4030;Amanowicz;Promienna;32 905 56 66;
4031;Krefta;Borowa;530 241 028;
4032;Maślankiewicz;Lazurowa;791 748 289;
4033;Faltyn;Jaworowa;699 813 985;
4034;Pajda;Chmielna;+48 732 267 595;
4035;Iciek;Malinowa;885 599 379;
4036;Szmuc;Drzymały;+48 577 319 943;
4037;Waleczek;Traugutta;+48 669 493 763;
4038;Januszko;Sarnia;+48 538 674 533;
4039;Kuciel;Kasprowicza;501 535 555;
4040;Malarczyk;Wąska;+48 22 324 44 76;
4041;Dejneka;Malczewskiego;517 012 657;
4042;Fidor;Ciasna;32 921 92 00;
4043;Gubernat;Cedrowa;+48 692 565 340;
4044;Bogdał;Krucza;696 009 213;
4045;Surdyk;Południowa;+48 601 539 672;
4046;Sanetra;Lotnicza;+48 785 489 851;
4047;Sądej;Lipca;+48 699 445 700;
4048;Front;Harcerska;727 329 265;
4049;Kazimierczyk;Kasztanowa;+48 577 296 082;
4050;Tekieli;Plażowa;+48 575 188 916;
4051;Cudzich;Wspólna;881 542 928;
4052;Solnica;Gałczynskiego;+48 789 865 939;
4053;Kluczyk;Władysława Łokietka;+48 660 405 360;
4054;Dyś;Władysława Jagiełły;+48 787 707 843;
4055;Cibor;Poznańska;+48 790 163 873;
4056;Pedrycz;Jaśminowa;691 923 665;
4057;Świt;Parkowa;509 036 372;
4058;Kroll;Plażowa;697 665 156;
4059;Gąbka;Cicha;22 768 11 04;
